Learning Rate	Train Loss	Valid Loss	Train Acc.	Valid Acc.	
0.100000	2.465293	2.183959	13.550000	18.410000	
0.100000	2.022574	1.850929	21.808000	27.290000	
0.100000	1.786913	1.670139	31.818000	38.280000	
0.100000	1.563733	2.022265	41.414000	34.420000	
0.100000	1.280486	1.192665	53.398000	57.840000	
0.100000	1.074658	1.182833	61.650000	60.300000	
0.100000	0.956709	1.032451	66.112000	64.650000	
0.100000	0.825699	0.957879	71.304000	66.500000	
0.100000	0.753322	0.862139	73.804000	70.290000	
0.100000	0.705100	1.795657	75.664000	59.650000	
0.100000	0.664946	0.805831	77.022000	72.550000	
0.100000	0.643807	0.858662	77.802000	71.460000	
0.100000	0.616048	0.909794	78.676000	71.370000	
0.100000	0.597708	0.794970	79.558000	74.420000	
0.100000	0.583973	0.738127	79.818000	75.500000	
0.100000	0.571954	0.836607	80.242000	71.070000	
0.100000	0.555467	0.690691	80.830000	75.240000	
0.100000	0.546887	0.795094	81.214000	73.980000	
0.100000	0.536254	0.681653	81.600000	76.690000	
0.100000	0.533886	0.693025	81.584000	77.150000	
0.100000	0.519479	0.619406	82.166000	78.970000	
0.100000	0.514839	1.221293	82.464000	65.260000	
0.100000	0.511195	0.873395	82.504000	72.630000	
0.100000	0.508023	1.204214	82.384000	66.670000	
0.100000	0.498594	0.854455	82.948000	71.900000	
0.100000	0.495881	1.035351	83.012000	68.200000	
0.100000	0.490269	0.747991	83.172000	76.360000	
0.100000	0.486004	0.688708	83.390000	76.980000	
0.100000	0.487881	0.933987	83.208000	69.430000	
0.100000	0.481165	0.669873	83.658000	77.450000	
0.100000	0.474028	0.604032	83.530000	79.750000	
0.100000	0.473133	0.592121	83.720000	79.560000	
0.100000	0.468176	0.826113	83.958000	74.100000	
0.100000	0.465978	0.580609	84.098000	80.360000	
0.100000	0.470256	0.645991	83.816000	78.350000	
0.100000	0.463174	0.650492	84.014000	78.900000	
0.100000	0.457542	0.702611	84.364000	76.720000	
0.100000	0.455055	0.562411	84.494000	81.160000	
0.100000	0.456461	0.771623	84.298000	75.160000	
0.100000	0.455003	0.588999	84.098000	79.760000	
0.100000	0.447636	0.613669	84.540000	79.870000	
0.100000	0.442985	0.643972	84.852000	78.980000	
0.100000	0.447976	0.671152	84.740000	77.830000	
0.100000	0.446229	0.704697	84.664000	77.260000	
