Learning Rate	Train Loss	Valid Loss	Train Acc.	Valid Acc.	
0.100000	0.412186	0.771122	85.798000	76.030000	
0.100000	0.412615	0.578162	85.832000	80.770000	
0.100000	0.409836	0.751482	85.874000	75.410000	
0.100000	0.413606	0.662120	85.846000	78.550000	
0.100000	0.408916	0.698579	86.036000	77.830000	
0.100000	0.413733	0.572353	85.782000	80.500000	
0.100000	0.409586	0.942311	86.032000	71.880000	
0.100000	0.411672	0.565214	85.794000	81.140000	
0.100000	0.401887	0.623945	86.144000	80.420000	
0.100000	0.407383	0.825509	85.970000	74.190000	
0.100000	0.408953	0.857247	85.984000	73.300000	
0.100000	0.412240	0.504512	85.774000	82.690000	
0.100000	0.403701	0.590956	86.094000	80.360000	
0.100000	0.407104	0.495596	86.092000	83.510000	
0.100000	0.407469	0.772124	86.066000	76.440000	
0.100000	0.408116	0.667597	85.994000	79.430000	
0.100000	0.411981	0.831728	85.878000	74.780000	
0.100000	0.399262	0.627749	86.184000	80.070000	
0.100000	0.411102	0.812991	85.920000	76.280000	
0.100000	0.406844	0.570631	86.002000	80.990000	
0.100000	0.407687	0.654598	86.224000	78.410000	
0.100000	0.402988	0.550706	86.244000	81.160000	
0.100000	0.411502	0.888695	85.718000	71.510000	
0.100000	0.403878	1.014571	86.122000	68.660000	
0.100000	0.404992	0.586046	86.094000	80.420000	
0.100000	0.410570	0.652436	85.908000	78.750000	
0.100000	0.407257	1.165761	85.932000	66.740000	
0.100000	0.404082	0.613499	86.132000	79.840000	
0.100000	0.410254	0.679986	85.878000	77.550000	
0.100000	0.402675	0.578243	86.114000	81.060000	
0.100000	0.395088	0.615278	86.490000	79.230000	
0.100000	0.409579	0.600449	86.072000	79.580000	
0.100000	0.406388	0.656091	86.024000	78.630000	
0.100000	0.399388	0.960481	86.466000	70.420000	
0.100000	0.399236	0.774773	86.246000	75.670000	
0.100000	0.400392	0.588774	86.090000	80.430000	
0.100000	0.405205	0.690388	85.920000	78.300000	
0.100000	0.399634	0.744267	86.192000	77.540000	
0.100000	0.395501	0.727574	86.464000	75.790000	
0.100000	0.398458	0.627652	86.194000	80.300000	
0.100000	0.397006	0.632116	86.382000	78.960000	
0.100000	0.403612	0.625731	85.990000	79.970000	
0.100000	0.395733	0.738008	86.426000	76.110000	
