Learning Rate	Train Loss	Valid Loss	Train Acc.	Valid Acc.	
0.100000	2.283946	1.921889	18.434000	24.990000	
0.100000	1.727556	1.553369	33.944000	40.950000	
0.100000	1.443203	1.725465	46.786000	40.970000	
0.100000	1.165440	1.241028	57.852000	56.990000	
0.100000	0.975762	0.979273	65.354000	65.780000	
0.100000	0.851683	0.968184	70.148000	66.920000	
0.100000	0.750760	1.148476	73.882000	63.610000	
0.100000	0.698836	0.774147	75.864000	74.250000	
0.100000	0.662333	0.886930	77.172000	70.910000	
0.100000	0.639956	0.781548	77.988000	74.530000	
0.100000	0.610496	1.109722	78.840000	66.000000	
0.100000	0.597991	0.891855	79.336000	70.810000	
0.100000	0.587590	0.930287	79.758000	70.550000	
0.100000	0.571360	1.067957	80.256000	65.280000	
0.100000	0.558086	0.882011	80.940000	71.380000	
0.100000	0.551889	0.776490	81.140000	75.630000	
0.100000	0.534458	1.000131	81.640000	69.520000	
0.100000	0.533725	0.778205	81.510000	74.770000	
0.100000	0.530396	0.943476	81.750000	68.720000	
0.100000	0.516072	0.711215	82.304000	76.520000	
0.100000	0.506549	0.809398	82.388000	73.110000	
0.100000	0.511017	0.704304	82.466000	77.160000	
0.100000	0.507044	0.937707	82.608000	72.640000	
0.100000	0.501289	1.012336	82.816000	69.640000	
0.100000	0.489863	0.852537	83.248000	72.410000	
0.100000	0.492655	1.192888	82.966000	67.200000	
0.100000	0.491046	0.849997	83.138000	73.330000	
0.100000	0.485519	0.671046	83.282000	77.380000	
0.100000	0.475666	0.790269	83.670000	74.260000	
0.100000	0.483109	0.859549	83.386000	73.030000	
0.100000	0.476727	0.595897	83.652000	79.560000	
0.100000	0.475836	0.811128	83.640000	73.950000	
0.100000	0.472707	0.677248	83.658000	76.280000	
0.100000	0.465659	0.787075	84.002000	74.870000	
0.100000	0.461413	0.718030	84.210000	76.780000	
0.100000	0.460801	0.725780	84.324000	76.660000	
0.100000	0.470041	0.664149	83.712000	77.750000	
0.100000	0.456648	1.236377	84.260000	66.730000	
0.100000	0.460292	0.708144	83.986000	76.710000	
0.100000	0.458158	0.872604	84.314000	72.810000	
0.100000	0.452677	0.811738	84.448000	74.890000	
0.100000	0.451833	0.842227	84.570000	73.750000	
0.100000	0.450397	0.787397	84.626000	75.370000	
0.100000	0.445650	0.789085	84.742000	74.580000	
0.100000	0.442335	1.133702	84.588000	67.270000	
0.100000	0.443304	0.741408	84.638000	76.570000	
0.100000	0.451725	0.781184	84.486000	75.160000	
0.100000	0.437659	0.797581	85.074000	74.920000	
0.100000	0.441247	1.002892	84.904000	70.260000	
0.100000	0.437722	1.015605	85.024000	70.060000	
0.100000	0.436351	0.639501	85.042000	78.480000	
0.100000	0.435851	0.544169	85.142000	81.900000	
0.100000	0.440461	0.645530	84.882000	78.760000	
0.100000	0.436571	0.951564	85.018000	71.520000	
0.100000	0.435518	0.746584	85.014000	76.180000	
0.100000	0.432605	0.613564	85.062000	79.780000	
0.100000	0.431804	0.843677	85.226000	73.370000	
0.100000	0.438170	0.658406	84.878000	78.020000	
0.100000	0.429206	0.534808	85.406000	81.820000	
0.100000	0.427606	0.541660	85.256000	81.930000	
0.100000	0.429964	0.608738	85.116000	79.120000	
0.100000	0.422446	0.931105	85.550000	70.440000	
0.100000	0.425046	0.697258	85.558000	77.510000	
0.100000	0.422670	0.590696	85.536000	80.550000	
0.100000	0.426455	0.551715	85.366000	80.680000	
0.100000	0.419446	0.587244	85.846000	80.330000	
0.100000	0.425476	0.983934	85.398000	70.620000	
0.100000	0.423845	0.591491	85.668000	80.330000	
0.100000	0.425417	0.938684	85.510000	71.110000	
0.100000	0.419493	0.673734	85.608000	79.510000	
0.100000	0.418257	0.934295	85.502000	70.970000	
0.100000	0.420118	0.725935	85.584000	77.080000	
0.100000	0.423739	0.541167	85.468000	82.640000	
0.100000	0.415968	0.743992	85.670000	76.130000	
0.100000	0.422617	0.680284	85.494000	76.740000	
0.100000	0.419963	0.591485	85.554000	81.160000	
0.100000	0.419173	0.669833	85.776000	78.550000	
0.100000	0.415435	0.734712	85.684000	75.860000	
0.100000	0.419248	0.581676	85.574000	80.170000	
0.100000	0.411441	0.573087	85.762000	80.720000	
0.100000	0.420286	0.993376	85.558000	69.600000	
0.100000	0.417080	0.663932	85.638000	77.420000	
0.100000	0.412041	1.034588	85.776000	71.260000	
0.100000	0.412681	0.924728	85.964000	71.800000	
0.100000	0.415933	0.707571	85.798000	78.060000	
0.100000	0.414193	0.712807	85.870000	75.480000	
0.100000	0.417153	0.723698	85.528000	77.090000	
0.100000	0.414095	0.755210	85.776000	76.260000	
0.100000	0.417298	0.631531	85.680000	79.260000	
0.100000	0.408807	0.898304	85.934000	73.840000	
0.100000	0.414033	0.788461	85.832000	74.330000	
0.100000	0.413324	0.909598	85.846000	74.010000	
0.100000	0.405966	0.629129	86.088000	78.990000	
0.100000	0.412568	0.623254	85.968000	79.020000	
0.100000	0.410750	0.596529	85.950000	79.700000	
0.100000	0.414810	0.539784	85.818000	82.060000	
0.100000	0.407717	0.770957	86.100000	75.460000	
0.100000	0.410631	0.555674	85.868000	82.060000	
0.100000	0.408288	0.687016	86.064000	78.140000	
0.100000	0.408622	0.698385	86.026000	78.000000	
0.100000	0.406545	0.795940	86.076000	75.500000	
0.100000	0.398921	0.563058	86.260000	81.570000	
0.100000	0.405755	0.856393	86.072000	74.800000	
0.100000	0.408597	0.609439	85.924000	79.320000	
0.100000	0.410611	0.831623	86.034000	75.740000	
0.100000	0.408692	0.586997	85.832000	80.690000	
0.100000	0.403818	0.944968	86.088000	70.710000	
0.100000	0.406887	0.838080	85.960000	74.040000	
0.100000	0.396625	0.611122	86.492000	79.040000	
0.100000	0.408718	0.725448	85.954000	77.510000	
